playtime_hours,review_score,game_popularity,num_friends_playing,user_genre_preference,community_sentiment,discount_applied,purchase_history_score,recommended
119.68396949346183,9.403161532392643,341,0,0.7896419016414242,1.1292093928520057,0,26.55162288131041,1
74.72323651077937,2.936764133584362,328,1,0.5288805877655933,0.5529274806340767,1,15.16987757672953,0
69.11417921854768,4.15703578284929,679,2,0.16688923897905228,0.25768747837281625,0,37.918094739643344,0
69.11511471659003,7.869568104790414,634,2,0.4450410750575319,-0.1606818944864898,0,28.264767531051604,0
232.48572061153254,5.460245933207503,905,4,0.9243453680396493,0.45714385266266727,1,10.226953875494388,1
143.3353115482111,5.4702814642444775,984,2,0.658203990094113,-0.3483401862148294,0,31.222147871182415,1
56.55390008704495,0.5334016300518352,607,5,0.7298865065085893,2.769114496647759,0,30.620140026407395,0
123.49072367156066,3.985996627184558,25,3,0.7859365074494503,2.2825960528907765,0,41.81743822262954,1
99.94801320323235,2.707337324217325,529,2,0.09069342419333482,-0.8172735236720339,1,13.395650101485435,0
10.79574717452927,9.993351228311154,426,4,0.5815365592699638,-0.25970550624504823,0,4.422294004540561,0
33.56211413438531,3.083550706323103,29,4,0.3759151931853081,-0.8986787616347309,0,18.821692611964814,0
105.30828186740817,8.844965347938635,956,2,0.13915916367209713,-1.8756586288002737,0,17.03099054736572,1
218.25884337417642,6.762337350404774,323,0,0.20270955830402382,1.706814751588489,0,17.564569201469038,1
69.5926092479573,3.4091640919209043,853,5,0.7811604737247344,-0.1497610851585922,0,12.138122553425793,0
52.90137195271518,5.435343783741237,313,2,0.16148910528977278,-1.0942242672129836,1,9.51225786665446,0
90.70037707360828,8.405358799491937,584,3,0.3124186072217193,-1.7329347148342924,1,22.51243275576897,0
50.26422403590488,8.833682980309119,270,0,0.2848733382630815,0.22284465731402764,1,58.52485343528059,1
65.88706905695942,1.6039387500614521,762,5,0.048630363914567654,0.35830808577755063,1,20.957622126752252,1
82.46512394701323,3.3957314120816964,295,3,0.46215844923935856,0.41150396443941106,1,16.468236785808482,0
32.00686524219417,3.3522318021357167,656,3,0.7659298421692087,1.070242114742493,1,21.350219751176535,0
148.50300471065697,0.4204479607594469,786,1,0.02215263274889967,0.8963135525322761,1,6.613365179679115,1
26.759072313952004,5.9823775985189656,223,6,0.11255145047989612,-1.2873704583890773,1,32.098274360969334,0
23.63967219173367,8.54820052992188,75,2,0.7201866795975679,-1.0885233982841478,0,39.480583964035176,1
96.69752089440674,3.815743878255178,102,4,0.5935809906729136,0.9746620980721671,0,30.824331852012183,0
140.66769039895252,7.40035944984177,532,3,0.715247614048682,-0.6177802297072131,0,8.303523562537753,1
94.89177871785353,6.277004136007399,629,1,0.23010395487713853,-1.4664161803536182,0,15.00725650884731,0
76.08895885423004,3.756487354930008,686,3,0.8037687832974049,-1.3736466595620442,0,61.5506250883709,0
65.36907174917371,1.4105979949229708,885,3,0.4798710601102767,0.9369294900831168,1,17.323394857074838,0
56.99549153433252,7.093238527759674,173,1,0.6103019741788571,0.9193828897766397,0,7.794907717181894,1
171.88996502597246,8.545651689412404,4,5,0.09215341720083625,0.12819151659294734,0,19.97987821687381,1
106.05219696949611,6.858544924014919,852,2,0.2050315833598213,-0.9427641613537361,0,24.688086162209043,1
60.86594068293271,0.17878484034818065,479,8,0.7733578816103082,-0.06295939731317521,1,34.22418242857624,1
46.83032646557786,2.1623289439099125,660,5,0.2239084411887785,-0.15968685990958015,0,41.36115773865768,0
129.3809478353937,0.6947998488353191,395,3,0.09252982752145866,-0.44044102325294127,0,18.921015054813356,1
169.17208367011088,5.703860995762268,626,2,0.5972032822521003,0.6839061113563693,1,24.080062984726837,1
159.06048909014444,7.564776788404124,833,0,0.5479365161617328,-0.4800111335364744,0,32.23606505763754,1
40.05235241056735,1.1057918706865943,914,2,0.607893928983293,0.54021152114538,0,38.479483497179494,0
64.92489006438122,8.383378205933852,167,6,0.6183054963630913,0.33383500894294155,0,35.41549579716982,1
56.071748376004926,5.555089783954832,300,4,0.5001973458645037,-1.4414652011027458,1,28.528639419146838,0
71.91440578929942,6.899690121417249,993,3,0.49377392056865577,1.9933425047141435,1,45.13462025664575,0
147.55442616816282,9.714018486086463,118,4,0.9241655652894625,0.5769222308809296,0,32.77625943839145,1
